timestamp,speaker,words,tags,highlight,timelink
,,"So anyway, I'm doing research for that, and I was just&#8212;I'm using some ancient poets like Lucretius, who wrote about science, you know. I mean, he wrote&#8212;the ancient Greeks like Lucretius knew about&#8212;or, not knew but hypothesized the existence of atoms and the void. So, I was just doing some research about him on the computer and then printing them out.",,,
,,"Yeah, so, sure.",,,
,,"Yeah, I know. When I was reading your work and read about those kinds of things&#8212;discovery or confirmation of the Inflation Theory, I was like, ""I would really like to see a poem by Rae Armantrout about this.""",,,
,,"Well, turns out he's my bud!",,,
,,"Yeah, that's awesome! Yeah, that's a good&#8212;and how long have you been in conversation with him?",,,
,,"I dedicated a poem to him in this book. So, I've been in conversation with him for, I don't know, maybe three years? So the poem called ""Accounts"" is based on a conversation that we had.",,,
,,And what are his books?,,,
,,"Here it is. See? ""For Bryan Keating."" (53:18)",,,
,,"Oh, cool! OK.",,,
,,"I don't think scientists&#8212;I mean, he's an astrophysicist. They don't write books.",,,
,,"You mentioned somebody that&#8212;there was some, like, more popular science writer that you were reading&#8212;?",,,
,,"You know I read Brian Greene, different Brian&#8212;",,,
,,"Yeah, I was getting confused because of the Brian's.",,,
,,And how long has that been a sort of subject of fascination for you?,,,
,,"I think&#8212;the first time I did anything with particle physics was really when it first became popularized, like when The Tao of Physics came out in the 80's. And at first I thought it was just kind of absurd, all the particles, and I thought it was just like, ""How many angels can stamd on the head of a pin?"" or whatever. But I was still reading it and sort of interested in it, and then I guess starting with my book Up To Speed in 2004, I've taken a more sustained interest in it.",,,
,,What's this class going to look like overall? Do you have like a shape to it?,,,
,,"Yeah. I mean, I've never team-taught before, but some days I'll be talking&#8212;I've chosen poems that either have something to do with cosmology or physics in some way, or that have to do with objectivity and subjectivity and theories of mind. Or then, in a different way, going off of kind of Chaos Theory where complexity can be&#8212;can grow from the iteration of simple rules. I'm using some poets like,",,,
,,"well, like Ron Silliman, and like Jackson Macklow (55:01), and like Christian Bök, that (Indiscernible, 55:05) poet who use constraints, or rules, to generate poems and have math in their poems, you know, not as a subject but as a generative principle.",,,3067
,,Right.,,,
,,So I'm doing some of that.,,,
,,"And Brian is, you know, he likes poetry but he's not exactly up to the avant-garde, shall we say? He likes sonnets and such, so we have a bit of that.",,,
,,"OK, and will it be a class in which you ask the students to write, or is it more&#8212;?",,,
,,It's not really a writing class.,,,
,,&#8212;survey?,,,
,,"I mean, they're going to write one poem and they're going to write a couple of essays and there's going to be a couple of tests, and it's mostly a reading and discussion course.",,,
,,"OK, and its next fall?",,,
,,"No, it's in the spring. It starts in a week.",,,
,,"Oh, right!",,,
,,It starts next Tuesday.,,,
,,You guys are quarters.,,,
,,Yeah.,,,
,,OK.,,,
,,"So, let me see here.",,,
,,"We're fairly well along, almost done actually.",,,
,,"Are there any other&#8212;I mean, these are kind of&#8212;I don't know how far you want to get in to this, but in terms of teaching, when did that sort of email and computer start to kind of take over that? I mean, sort of like the 2000's, early 2000's?",,,
,,"Email? I think that was in the 90's, wasn't it?",,,
,,"Yeah, yeah.",,,
,,And has that&#8212;do you feel like that's changed how you approach students and how you approach your classes?,,,
,,"Well, yeah. Now your students can always find you. It certainly made it easier to write a syllabus having a computer&#8212;",,,
,,Yeah,,,
,,"&#8212;and, you know, you can constantly email your students and remind them of what they're supposed to be doing. I think its just made things easier for everyone.",,,
,,"Do you see any sort of differences in understanding of your students now as to your students like, say, fifteen or twenty years ago?",,,
,,"Well, I think that, you know, certainly students do gradually change. I think that when you teach young people, you kind of, sort of stay in that world. You hear their expressions&#8212;I'm not saying I'm a digital native by a long shot&#8212;but you know, you sort of hear the way they talk and you get a bit of their mind set, and you know, you know their lingo. In a way that, I think, when I retire, I might miss that.",,,
,,"Yeah, yeah.",,,
,,"But still, if something goes wrong with my computer I have to get my son to help me.",,,
,,"So, that's actually&#8212;I've found that this has been kind of a theme. Do you have somebody who comes in and helps you if you have any computer problems?",,,
,,"Yeah, he lives in Seattle, but he's walked me through things on the phone.",,,
,,OK.,,,
,,And has he set up&#8212;did he set up your computer when you first got it and stuff like that?,,,
,,Yeah.,,,
,,OK.,,,
,,"And he was 14. He's built a computer, even.",,,
,,"Oh, is he working&#8212;if he's in Seattle, is he working in the computer industry?",,,
,,"No, he's a scientist but he's not in the computer industry. He's a biologist.",,,
,,"Oh, OK.",,,
,,"So, I'm fairly well through. We've covered pretty much what I liked to cover. I do have my blunt questions at the end. So, is there any sort of overarching thing that you think has changed with the advent of computers in terms of writing? I mean, do you see a sort of maybe change in tone, a change in tenor, a change in ideas that have been&#8212;?",change,,
,,"Well, yeah. I mean, the fact that I've just recently wrote a poem that references Mileage.com&#8212;",change,,
,,Right.,,,
,,"&#8212;and if I could bring up that section of it for you, anyway, because it's certainly something that would not have been written had there not been computers. It goes: ""Protect your identities says mileage.com, three times today as if it knew something. I may want to fly cheap, cruise in luxury, buy a walk-in tub, and burial insurance.""",,,
,,"Yeah, they try to sell you things.",,,
,,"So yeah, I mean, I think that that gets into the content of the work, and then there are groups of poets who work in that realm kind of specifically and almost exclusively&#8212;like the Flarf poets, for instance, just do what they call ""Google mining.""",,,
,,"Yeah, and what's&#8212;what do you&#8212;",,,
,,"And also of course, there are digital poets. There's digital poetry where people write poems especially for the computer, where the&#8212;I don't know, the words fall off the screen at different rates, and such.",,,
,,"Yeah, do you do&#8212;if you were willing to be reading poems for whatever reason, do you find that you're reading them a lot more on your screen than you used to?",,,
,,"I don't like to read on the screen. I mean, I do read things on the screen, but if I'm judging a contest or something, which I sometimes do, I ask for hard copies. Or if I get them on the screen, I print them because I just don't like to read on the screen. I mean, I don't want to sit up there on a hard chair. I don't want to look at that light&#8212;",printdig,,3367
,,Right.,,,
,,You know?,,,
,,"No, I think that's pretty typical.",,,
,,"OK, I think that's good, Rae.",,,
,,Thank you very much.,,,
,,"Alright, this was painless.",,,
,,Yeah! Alright.,,,
,,Just at an hour.,,,
,,Good.,,,
,,Good.,,,
